"";"ano";"uf";"divisao";"percentual";"vinculos"
"3623";2000;"AL";35;0,864406779661017;59
"3622";2000;"AL";36;0,72294887039239;841
"3635";2000;"AM";1;0,685470995210218;1879
"3656";2000;"AM";5;0,414285714285714;70
"3637";2000;"AM";10;0;0
"3640";2000;"AM";11;0,00400801603206413;499
"3638";2000;"AM";13;0,024514811031665;979
"3639";2000;"AM";14;0,120567375886525;141
"3647";2000;"AM";15;0,374324753733715;6294
"3651";2000;"AM";16;0;20
"3653";2000;"AM";17;0,619293712316968;1161
"3636";2000;"AM";18;0,69893899204244;754
"3657";2000;"AM";19;0,333333333333333;9
"3648";2000;"AM";20;0,552569169960474;3795
"3641";2000;"AM";21;0,154246100519931;1154
"3642";2000;"AM";23;0;0
"3652";2000;"AM";24;0,27318718381113;1779
"3650";2000;"AM";26;0,461666666666667;1800
"3655";2000;"AM";27;0,241581259150805;683
"3649";2000;"AM";28;0,213903743315508;2618
"3643";2000;"AM";29;0,0338383838383838;1980
"3644";2000;"AM";31;0,497593261131167;1662
"3654";2000;"AM";34;0,0449927431059507;2067
"3646";2000;"AM";35;0,0761041009463722;5072
"3645";2000;"AM";36;0,232962447844228;1438
"3658";2000;"AP";1;0,844827586206897;290
"3679";2000;"AP";5;0;0
"3660";2000;"AP";10;0;0
"3663";2000;"AP";11;0;0
"3661";2000;"AP";13;0;22
"3662";2000;"AP";14;0;0
"3670";2000;"AP";15;0,536745406824147;762
"3674";2000;"AP";16;0;3
"3676";2000;"AP";17;0;0
"3659";2000;"AP";18;0,697674418604651;86
"3680";2000;"AP";19;0;0
"3671";2000;"AP";20;0,751479289940828;338
"3664";2000;"AP";21;0,168131868131868;910
"3665";2000;"AP";23;0;0
"3675";2000;"AP";24;0,857142857142857;14
"3673";2000;"AP";26;0,846153846153846;182
"3678";2000;"AP";27;0;0
"3672";2000;"AP";28;0,459459459459459;37
"3666";2000;"AP";29;0,235294117647059;17
"3667";2000;"AP";31;0;0
"3677";2000;"AP";34;0,75;8
"3669";2000;"AP";35;0;0
"3668";2000;"AP";36;0,682008368200837;239
"3681";2000;"BA";1;0,850977566646721;81887
"3702";2000;"BA";5;0,763866877971474;1893
"3683";2000;"BA";10;0,911242603550296;169
"3686";2000;"BA";11;0,0898805782526713;1591
"3684";2000;"BA";13;0,0714672441797509;1847
"3685";2000;"BA";14;0,445187165775401;3740
"3693";2000;"BA";15;0,557660956249833;37417
"3697";2000;"BA";16;0,844854070660522;1302
"3699";2000;"BA";17;0,750142417682579;8777
"3682";2000;"BA";18;0,889531932175855;9849
"3703";2000;"BA";19;0,858233812657405;12309
"3694";2000;"BA";20;0,780480656506448;3412
"3687";2000;"BA";21;0,303039332538737;3356
"3688";2000;"BA";23;0,192746968091369;8493
"3698";2000;"BA";24;0,167082860385925;13215
"3696";2000;"BA";26;0,721708018977989;12857
"3701";2000;"BA";27;0,161962365591398;4464
"3695";2000;"BA";28;0,419792328883238;4719
"3689";2000;"BA";29;0,276949296974862;2347
"3690";2000;"BA";31;0,11878453038674;1086
"3700";2000;"BA";34;0,261410788381743;1205
"3692";2000;"BA";35;0,531111111111111;900
"3691";2000;"BA";36;0,717896865520728;5934
"3704";2000;"CE";1;0,780465747230387;13269
"3725";2000;"CE";5;0,776044915782907;1603
"3706";2000;"CE";10;1;16
"3709";2000;"CE";11;0,106007067137809;283
"3707";2000;"CE";13;0,75;44
"3708";2000;"CE";14;0,645170965806839;3334
"3716";2000;"CE";15;0,709156948013441;40472
"3720";2000;"CE";16;0;54
"3722";2000;"CE";17;0,601710895460608;21743
"3705";2000;"CE";18;0,822504750701294;44204
"3726";2000;"CE";19;0,849190888075015;38499
"3717";2000;"CE";20;0,880877742946709;1914
"3710";2000;"CE";21;0,651074589127686;1582
"3711";2000;"CE";23;0,053921568627451;204
"3721";2000;"CE";24;0,622928490351873;4405
"3719";2000;"CE";26;0,821159845843274;10898
"3724";2000;"CE";27;0,708307307932542;1601
"3718";2000;"CE";28;0,535573720859824;6606
"3712";2000;"CE";29;0,619661266568483;2716
"3713";2000;"CE";31;0,445026178010471;1719
"3723";2000;"CE";34;0,579025110782866;1354
"3715";2000;"CE";35;0,666666666666667;333
"3714";2000;"CE";36;0,855836236933798;6888
"3727";2000;"DF";1;0,68248429867411;7165
"3748";2000;"DF";5;0,645161290322581;31
"3729";2000;"DF";10;0;0
"3732";2000;"DF";11;0;0
"3730";2000;"DF";13;0,0567375886524823;141
"3731";2000;"DF";14;0,177272727272727;440
"3739";2000;"DF";15;0,482207273081798;10257
"3743";2000;"DF";16;0,0416666666666667;48
"3745";2000;"DF";17;0,305439330543933;239
"3728";2000;"DF";18;0,736662883087401;881
"3749";2000;"DF";19;0,5;82
"3740";2000;"DF";20;0,493253373313343;667
"3733";2000;"DF";21;0,371527777777778;288
"3734";2000;"DF";23;0;5
"3744";2000;"DF";24;0,339578454332553;427
"3742";2000;"DF";26;0,264860797592175;1329
"3747";2000;"DF";27;0,495238095238095;210
"3741";2000;"DF";28;0,398172323759791;1532
"3735";2000;"DF";29;0,142156862745098;408
"3736";2000;"DF";31;0,346801346801347;297
"3746";2000;"DF";34;0,290697674418605;258
"3738";2000;"DF";35;0,602150537634409;93
"3737";2000;"DF";36;0,477660972404731;1522
"3750";2000;"ES";1;0,841976672544562;47069
"3771";2000;"ES";5;0,775038520801233;649
"3752";2000;"ES";10;0;0
"3755";2000;"ES";11;0,00258397932816537;774
"3753";2000;"ES";13;0,0505582137161085;6270
"3754";2000;"ES";14;0,249146757679181;7032
"3762";2000;"ES";15;0,485701362014374;19897
"3766";2000;"ES";16;0,0277777777777778;36
"3768";2000;"ES";17;0,280664652567976;3310
"3751";2000;"ES";18;0,891681340376714;18741
"3772";2000;"ES";19;0,691472868217054;2580
"3763";2000;"ES";20;0,718624497991968;3984
"3756";2000;"ES";21;0,0459387483355526;1502
"3757";2000;"ES";23;0,243063263041065;901
"3767";2000;"ES";24;0,422519509476031;1794
"3765";2000;"ES";26;0,401666043680248;18727
"3770";2000;"ES";27;0,106649937264743;7173
"3764";2000;"ES";28;0,404476599593036;4423
"3758";2000;"ES";29;0,179752447810826;5413
"3759";2000;"ES";31;0,259659969088099;647
"3769";2000;"ES";34;0,318381706244503;1137
"3761";2000;"ES";35;0,273333333333333;150
"3760";2000;"ES";36;0,671925566343042;7416
"3773";2000;"GO";1;0,572892640589704;84110
"3794";2000;"GO";5;0,813008130081301;123
"3775";2000;"GO";10;0,875;80
"3778";2000;"GO";11;0,41044776119403;134
"3776";2000;"GO";13;0,0423940149625935;1604
"3777";2000;"GO";14;0,322296947749612;3866
"3785";2000;"GO";15;0,520570348034957;58701
"3789";2000;"GO";16;0,396825396825397;126
"3791";2000;"GO";17;0,716254752851711;4208
"3774";2000;"GO";18;0,851243939273508;25162
"3795";2000;"GO";19;0,73618259118371;4469
"3786";2000;"GO";20;0,736677115987461;1595
"3779";2000;"GO";21;0,43290831815422;1647
"3780";2000;"GO";23;0,312574493444577;3356
"3790";2000;"GO";24;0,459017796030116;11688
"3788";2000;"GO";26;0,73990053223977;11461
"3793";2000;"GO";27;0,428832116788321;2740
"3787";2000;"GO";28;0,575214023644517;7359
"3781";2000;"GO";29;0,362858580775038;1987
"3782";2000;"GO";31;0,467966573816156;1077
"3792";2000;"GO";34;0,464139941690962;1715
"3784";2000;"GO";35;0,548275862068966;580
"3783";2000;"GO";36;0,711947376472388;6537
"3796";2000;"MA";1;0,652618401836011;9586
"3817";2000;"MA";5;0,838383838383838;99
"3798";2000;"MA";10;0,973684210526316;152
"3801";2000;"MA";11;0,427906976744186;215
"3799";2000;"MA";13;0,0434782608695652;23
"3800";2000;"MA";14;0,39051094890511;548
"3808";2000;"MA";15;0,516142826598247;4677
"3812";2000;"MA";16;0,580246913580247;81
"3814";2000;"MA";17;0,7625;320
"3797";2000;"MA";18;0,91588785046729;428
"3818";2000;"MA";19;0,847517730496454;282
"3809";2000;"MA";20;0,755777072949706;4414
"3802";2000;"MA";21;0,210998877665544;891
"3803";2000;"MA";23;0,673366834170854;1791
"3813";2000;"MA";24;0,587939698492462;1393
"3811";2000;"MA";26;0,798057768924303;4016
"3816";2000;"MA";27;0,101348098218584;4154
"3810";2000;"MA";28;0,57888198757764;805
"3804";2000;"MA";29;0,383720930232558;86
"3805";2000;"MA";31;0,638297872340426;47
"3815";2000;"MA";34;0,526315789473684;228
"3807";2000;"MA";35;0,385269121813031;353
"3806";2000;"MA";36;0,857843137254902;2856
"3819";2000;"MG";1;0,744956787621717;471277
"3840";2000;"MG";5;0,687707641196013;301
"3821";2000;"MG";10;0,925795053003534;566
"3824";2000;"MG";11;0,356923076923077;650
"3822";2000;"MG";13;0,0527670527670528;16317
"3823";2000;"MG";14;0,473876255949233;18910
"3831";2000;"MG";15;0,518671445438858;143133
"3835";2000;"MG";16;0,102714209686003;1879
"3837";2000;"MG";17;0,524404111574394;44849
"3820";2000;"MG";18;0,826038906568313;75103
"3841";2000;"MG";19;0,740731692420448;32746
"3832";2000;"MG";20;0,644300538347507;12817
"3825";2000;"MG";21;0,429027606098063;9708
"3826";2000;"MG";23;0,366103271825089;6449
"3836";2000;"MG";24;0,474112554112554;34650
"3834";2000;"MG";26;0,570272904483431;51300
"3839";2000;"MG";27;0,157714387432691;67413
"3833";2000;"MG";28;0,347917013676827;54033
"3827";2000;"MG";29;0,227440294919058;18717
"3828";2000;"MG";31;0,282306915699142;15848
"3838";2000;"MG";34;0,091892913045825;37054
"3830";2000;"MG";35;0,199369085173502;3170
"3829";2000;"MG";36;0,621928746928747;42328
"3842";2000;"MS";1;0,592952992732519;73478
"3863";2000;"MS";5;0,432;125
"3844";2000;"MS";10;0,91304347826087;23
"3847";2000;"MS";11;1;4
"3845";2000;"MS";13;0,167820069204152;578
"3846";2000;"MS";14;0,359007832898172;766
"3854";2000;"MS";15;0,421912035817751;26579
"3858";2000;"MS";16;0;32
"3860";2000;"MS";17;0,581196581196581;468
"3843";2000;"MS";18;0,842314237095859;1763
"3864";2000;"MS";19;0,549180327868853;2196
"3855";2000;"MS";20;0,715984450034301;4373
"3848";2000;"MS";21;0,605633802816901;213
"3849";2000;"MS";23;0,310250982763834;3307
"3859";2000;"MS";24;0,565965583173996;523
"3857";2000;"MS";26;0,701008191556396;3174
"3862";2000;"MS";27;0,473363774733638;657
"3856";2000;"MS";28;0,691978609625668;935
"3850";2000;"MS";29;0,332859174964438;703
"3851";2000;"MS";31;0,653465346534653;101
"3861";2000;"MS";34;0,716279069767442;215
"3853";2000;"MS";35;0,421052631578947;171
"3852";2000;"MS";36;0,730210016155089;1238
"3865";2000;"MT";1;0,416147441552713;72544
"3886";2000;"MT";5;0,723404255319149;47
"3867";2000;"MT";10;1;4
"3870";2000;"MT";11;0,75;8
"3868";2000;"MT";13;0,598484848484849;132
"3869";2000;"MT";14;0,378698224852071;1183
"3877";2000;"MT";15;0,443558037495014;27577
"3881";2000;"MT";16;0,666666666666667;12
"3883";2000;"MT";17;0,418929110105581;2652
"3866";2000;"MT";18;0,783950617283951;972
"3887";2000;"MT";19;0,451261077027948;1467
"3878";2000;"MT";20;0,554682159945318;38038
"3871";2000;"MT";21;0,810126582278481;79
"3872";2000;"MT";23;0,252857142857143;4900
"3882";2000;"MT";24;0,534711964549483;677
"3880";2000;"MT";26;0,620804570340395;4201
"3885";2000;"MT";27;0,40507614213198;985
"3879";2000;"MT";28;0,461398176291793;1645
"3873";2000;"MT";29;0,236559139784946;1116
"3874";2000;"MT";31;0,299757281553398;824
"3884";2000;"MT";34;0,470483005366726;559
"3876";2000;"MT";35;0,133858267716535;127
"3875";2000;"MT";36;0,645173597863411;2621
"3888";2000;"PA";1;0,723168842664306;18076
"3909";2000;"PA";5;0,511799410029499;678
"3890";2000;"PA";10;0,7;30
"3893";2000;"PA";11;0,758620689655172;29
"3891";2000;"PA";13;0,0356992860142797;2381
"3892";2000;"PA";14;0,164464023494861;681
"3900";2000;"PA";15;0,498765544989027;21872
"3904";2000;"PA";16;0;56
"3906";2000;"PA";17;0,777587192681532;1749
"3889";2000;"PA";18;0,872008324661811;961
"3910";2000;"PA";19;0,620879120879121;364
"3901";2000;"PA";20;0,729056012865819;47257
"3894";2000;"PA";21;0,10124826629681;1442
"3895";2000;"PA";23;0,451446280991736;968
"3905";2000;"PA";24;0,609276177090654;1423
"3903";2000;"PA";26;0,601628468033776;6632
"3908";2000;"PA";27;0,136150234741784;3408
"3902";2000;"PA";28;0,473819301848049;1948
"3896";2000;"PA";29;0,412935323383085;201
"3897";2000;"PA";31;0,441696113074205;283
"3907";2000;"PA";34;0,664285714285714;280
"3899";2000;"PA";35;0,408823529411765;1020
"3898";2000;"PA";36;0,622394571013088;2063
"3911";2000;"PB";1;0,728511466634224;16439
"3932";2000;"PB";5;0,450284090909091;704
"3913";2000;"PB";10;0;0
"3916";2000;"PB";11;0;7
"3914";2000;"PB";13;0,0745341614906832;161
"3915";2000;"PB";14;0,659136546184739;1992
"3923";2000;"PB";15;0,704867128827267;13848
"3927";2000;"PB";16;0,582781456953642;151
"3929";2000;"PB";17;0,685342019543974;10745
"3912";2000;"PB";18;0,822010582010582;4725
"3933";2000;"PB";19;0,745508982035928;12024
"3924";2000;"PB";20;0,868347338935574;357
"3917";2000;"PB";21;0,55;560
"3918";2000;"PB";23;0,513822490126793;4811
"3928";2000;"PB";24;0,785594639865997;597
"3926";2000;"PB";26;0,683114222298105;5857
"3931";2000;"PB";27;0,817232375979112;383
"3925";2000;"PB";28;0,765637371338084;1263
"3919";2000;"PB";29;0,54014598540146;274
"3920";2000;"PB";31;0,774058577405858;478
"3930";2000;"PB";34;0,8125;144
"3922";2000;"PB";35;0,657142857142857;35
"3921";2000;"PB";36;0,85490877497828;1151
"3934";2000;"PE";1;0,804025751772472;61355
"3955";2000;"PE";5;0,742718446601942;618
"3936";2000;"PE";10;0;0
"3939";2000;"PE";11;0,492753623188406;138
"3937";2000;"PE";13;0,357142857142857;14
"3938";2000;"PE";14;0,500830105146652;1807
"3946";2000;"PE";15;0,564854592633268;92877
"3950";2000;"PE";16;0,0851063829787234;94
"3952";2000;"PE";17;0,575049158837667;9154
"3935";2000;"PE";18;0,758044119713362;14234
"3956";2000;"PE";19;0,52423929860753;3878
"3947";2000;"PE";20;0,773697694278395;1171
"3940";2000;"PE";21;0,286993908993192;2791
"3941";2000;"PE";23;0,271645465736561;2437
"3951";2000;"PE";24;0,317632154785213;8683
"3949";2000;"PE";26;0,648832239352771;13102
"3954";2000;"PE";27;0,220052083333333;3072
"3948";2000;"PE";28;0,480691056910569;4920
"3942";2000;"PE";29;0,245667686034659;1962
"3943";2000;"PE";31;0,136934673366834;4776
"3953";2000;"PE";34;0,246153846153846;1300
"3945";2000;"PE";35;0,267062314540059;337
"3944";2000;"PE";36;0,610516934046346;5610
"3957";2000;"PI";1;0,864743479011919;5789
"3978";2000;"PI";5;0,84375;160
"3959";2000;"PI";10;0;0
"3962";2000;"PI";11;0;0
"3960";2000;"PI";13;0;0
"3961";2000;"PI";14;0,249199231262012;1561
"3969";2000;"PI";15;0,811136071887035;6232
"3973";2000;"PI";16;0,773913043478261;115
"3975";2000;"PI";17;0,828729281767956;181
"3958";2000;"PI";18;0,908850457782299;4915
"3979";2000;"PI";19;0,581981981981982;555
"3970";2000;"PI";20;0,978813559322034;472
"3963";2000;"PI";21;0,659574468085106;47
"3964";2000;"PI";23;0,885821404226312;2934
"3974";2000;"PI";24;0,754646840148699;1345
"3972";2000;"PI";26;0,820330368487929;3935
"3977";2000;"PI";27;0,961904761904762;105
"3971";2000;"PI";28;0,918941979522184;1172
"3965";2000;"PI";29;0,787878787878788;132
"3966";2000;"PI";31;0,82;50
"3976";2000;"PI";34;0,721649484536082;97
"3968";2000;"PI";35;0,912280701754386;57
"3967";2000;"PI";36;0,814914163090129;1864
"3980";2000;"PR";1;0,667532100031835;141355
"4001";2000;"PR";5;0,732620320855615;187
"3982";2000;"PR";10;0,0789473684210526;342
"3985";2000;"PR";11;0,327485380116959;342
"3983";2000;"PR";13;0,0875331564986737;377
"3984";2000;"PR";14;0,316608996539792;4624
"3992";2000;"PR";15;0,298055738085115;103484
"3996";2000;"PR";16;0,532692307692308;1560
"3998";2000;"PR";17;0,584636639955789;18095
"3981";2000;"PR";18;0,803728580199825;53747
"4002";2000;"PR";19;0,538544668587896;8328
"3993";2000;"PR";20;0,560371563189599;67068
"3986";2000;"PR";21;0,241541709522005;18473
"3987";2000;"PR";23;0,403997895844292;7604
"3997";2000;"PR";24;0,213669294694225;18772
"3995";2000;"PR";26;0,363472960300094;25592
"4000";2000;"PR";27;0,184167215273206;6076
"3994";2000;"PR";28;0,290388700480751;26833
"3988";2000;"PR";29;0,138472163603576;26063
"3989";2000;"PR";31;0,129481889041724;10905
"3999";2000;"PR";34;0,0769479600501395;24731
"3991";2000;"PR";35;0,216257668711656;1304
"3990";2000;"PR";36;0,527352789198176;44511
"4026";2000;"RJ";1;0,756941929252686;33132
"4047";2000;"RJ";5;0,637093829864914;2739
"4028";2000;"RJ";10;0;4
"4031";2000;"RJ";11;0,00464720006196267;12911
"4029";2000;"RJ";13;0,0444444444444444;675
"4030";2000;"RJ";14;0,282359519150126;7154
"4038";2000;"RJ";15;0,370285369168051;66230
"4042";2000;"RJ";16;0,00943396226415094;2120
"4044";2000;"RJ";17;0,349359201302839;14123
"4027";2000;"RJ";18;0,638416383163231;59964
"4048";2000;"RJ";19;0,452020202020202;7920
"4039";2000;"RJ";20;0,543577430972389;4165
"4032";2000;"RJ";21;0,402745717409792;8231
"4033";2000;"RJ";23;0,22419028340081;1976
"4043";2000;"RJ";24;0,167053192539228;40532
"4041";2000;"RJ";26;0,474306431273644;25376
"4046";2000;"RJ";27;0,071488894519044;23682
"4040";2000;"RJ";28;0,220008644740461;25449
"4034";2000;"RJ";29;0,105140516876147;14162
"4035";2000;"RJ";31;0,140329783579526;5822
"4045";2000;"RJ";34;0,11914172783738;7084
"4037";2000;"RJ";35;0,0735852467908154;5531
"4036";2000;"RJ";36;0,426270533880903;15584
"4003";2000;"RN";1;0,775677188751561;23221
"4024";2000;"RN";5;0,689160086145011;1393
"4005";2000;"RN";10;0,524871355060034;583
"4008";2000;"RN";11;0,00733496332518337;1636
"4006";2000;"RN";13;0,532608695652174;92
"4007";2000;"RN";14;0,547054840893703;4431
"4015";2000;"RN";15;0,721674569503369;16028
"4019";2000;"RN";16;0,1;30
"4021";2000;"RN";17;0,816173808086904;16570
"4004";2000;"RN";18;0,931112290947704;7534
"4025";2000;"RN";19;0,814404432132964;2166
"4016";2000;"RN";20;0,747272727272727;550
"4009";2000;"RN";21;0,613114754098361;305
"4010";2000;"RN";23;0,106418918918919;1184
"4020";2000;"RN";24;0,760191846522782;834
"4018";2000;"RN";26;0,816431924882629;6390
"4023";2000;"RN";27;0,542372881355932;236
"4017";2000;"RN";28;0,52027027027027;592
"4011";2000;"RN";29;0,380759902991108;1237
"4012";2000;"RN";31;0,8;10
"4022";2000;"RN";34;0,592417061611374;211
"4014";2000;"RN";35;0,21505376344086;93
"4013";2000;"RN";36;0,751807228915663;1245
"4049";2000;"RO";1;0,605767064654201;4439
"4070";2000;"RO";5;1;2
"4051";2000;"RO";10;0;0
"4054";2000;"RO";11;0;0
"4052";2000;"RO";13;0,383542538354254;717
"4053";2000;"RO";14;0,545774647887324;284
"4061";2000;"RO";15;0,532635330808643;8978
"4065";2000;"RO";16;0;6
"4067";2000;"RO";17;0,863636363636364;66
"4050";2000;"RO";18;0,740634005763689;694
"4071";2000;"RO";19;0,791907514450867;173
"4062";2000;"RO";20;0,642195767195767;19656
"4055";2000;"RO";21;0,709677419354839;341
"4056";2000;"RO";23;1;1
"4066";2000;"RO";24;0,60752688172043;186
"4064";2000;"RO";26;0,583333333333333;3120
"4069";2000;"RO";27;0,508591065292096;291
"4063";2000;"RO";28;0,664546899841017;629
"4057";2000;"RO";29;0,444444444444444;90
"4058";2000;"RO";31;0,174603174603175;252
"4068";2000;"RO";34;0,619186046511628;344
"4060";2000;"RO";35;0,688888888888889;45
"4059";2000;"RO";36;0,773423147581139;1633
"4072";2000;"RR";1;0,591836734693878;245
"4093";2000;"RR";5;0;0
"4074";2000;"RR";10;0;0
"4077";2000;"RR";11;0;0
"4075";2000;"RR";13;0;0
"4076";2000;"RR";14;0,111111111111111;27
"4084";2000;"RR";15;0,504048582995951;494
"4088";2000;"RR";16;0;2
"4090";2000;"RR";17;0;3
"4073";2000;"RR";18;0,842105263157895;38
"4094";2000;"RR";19;0,571428571428571;28
"4085";2000;"RR";20;0,631205673758865;282
"4078";2000;"RR";21;0;4
"4079";2000;"RR";23;0;0
"4089";2000;"RR";24;0;0
"4087";2000;"RR";26;0,50462962962963;216
"4092";2000;"RR";27;0,571428571428571;7
"4086";2000;"RR";28;0,707692307692308;65
"4080";2000;"RR";29;1;1
"4081";2000;"RR";31;0;0
"4091";2000;"RR";34;0;0
"4083";2000;"RR";35;0;0
"4082";2000;"RR";36;0,918918918918919;74
"4095";2000;"RS";1;0,632803763202272;112670
"4116";2000;"RS";5;0,560700876095119;799
"4097";2000;"RS";10;0,0636094674556213;676
"4100";2000;"RS";11;0,102564102564103;39
"4098";2000;"RS";13;0,111111111111111;54
"4099";2000;"RS";14;0,420007032348804;5688
"4107";2000;"RS";15;0,272828480245417;121263
"4111";2000;"RS";16;0,572326421537091;20207
"4113";2000;"RS";17;0,392802254098361;15616
"4096";2000;"RS";18;0,57104570946449;20149
"4117";2000;"RS";19;0,531709575187836;224664
"4108";2000;"RS";20;0,554487318919389;22987
"4101";2000;"RS";21;0,299184924848576;13373
"4102";2000;"RS";23;0,0152091254752852;526
"4112";2000;"RS";24;0,130558858501784;21025
"4110";2000;"RS";26;0,438613409125514;19703
"4115";2000;"RS";27;0,133964393179539;15952
"4109";2000;"RS";28;0,157763020474117;50747
"4103";2000;"RS";29;0,0949811768969058;49673
"4104";2000;"RS";31;0,132374691865242;12170
"4114";2000;"RS";34;0,0462211349568183;26979
"4106";2000;"RS";35;0,198173515981735;1095
"4105";2000;"RS";36;0,354692634447383;49908
"4118";2000;"SC";1;0,683152959424684;56734
"4139";2000;"SC";5;0,220771929824561;7125
"4120";2000;"SC";10;0,0220314735336195;3495
"4123";2000;"SC";11;0,18;600
"4121";2000;"SC";13;0,441860465116279;43
"4122";2000;"SC";14;0,236762020693853;3286
"4130";2000;"SC";15;0,288154867719335;76504
"4134";2000;"SC";16;0,626256983240223;1790
"4136";2000;"SC";17;0,216281856674922;62585
"4119";2000;"SC";18;0,51871301256111;85502
"4140";2000;"SC";19;0,765048154093098;9968
"4131";2000;"SC";20;0,608105726872247;56750
"4124";2000;"SC";21;0,183641393184962;15906
"4125";2000;"SC";23;0,145569620253165;316
"4135";2000;"SC";24;0,348246674727932;6616
"4133";2000;"SC";26;0,374637914386868;31070
"4138";2000;"SC";27;0,0607221350078493;15925
"4132";2000;"SC";28;0,245069619350853;21043
"4126";2000;"SC";29;0,104533000381507;28833
"4127";2000;"SC";31;0,0684502446982055;15325
"4137";2000;"SC";34;0,0686941914950049;11311
"4129";2000;"SC";35;0,0907877169559413;1498
"4128";2000;"SC";36;0,440987790577361;43491
"4141";2000;"SE";1;0,838291983789661;10117
"4162";2000;"SE";5;0,790909090909091;110
"4143";2000;"SE";10;0;0
"4146";2000;"SE";11;0,0170603674540682;762
"4144";2000;"SE";13;0,0752688172043011;465
"4145";2000;"SE";14;0,6;305
"4153";2000;"SE";15;0,602289143238138;8999
"4157";2000;"SE";16;0,822878228782288;271
"4159";2000;"SE";17;0,566633165829146;4975
"4142";2000;"SE";18;0,926966292134832;1958
"4163";2000;"SE";19;0,357370095440085;943
"4154";2000;"SE";20;0,836397058823529;544
"4147";2000;"SE";21;0,785714285714286;84
"4148";2000;"SE";23;0,565958927949878;2873
"4158";2000;"SE";24;0,404421326397919;769
"4156";2000;"SE";26;0,683516483516484;3640
"4161";2000;"SE";27;0,730496453900709;141
"4155";2000;"SE";28;0,661846496106785;899
"4149";2000;"SE";29;0,0390041493775934;1205
"4150";2000;"SE";31;0,578947368421053;152
"4160";2000;"SE";34;0,660377358490566;53
"4152";2000;"SE";35;0,524547803617571;387
"4151";2000;"SE";36;0,755339805825243;1030
"14583";2000;"SP";1;0,491554340278355;601966
"14604";2000;"SP";5;0,444591029023747;4548
"14585";2000;"SP";10;0,398230088495575;113
"14588";2000;"SP";11;0,0233100233100233;429
"14586";2000;"SP";13;0,209489704565801;1117
"14587";2000;"SP";14;0,061078348778433;16618
"14595";2000;"SP";15;0,0801383069450109;323628
"14599";2000;"SP";16;0,0376771517455928;2893
"14601";2000;"SP";17;0,107486730672336;144883
"14584";2000;"SP";18;0,210228099058168;171899
"14605";2000;"SP";19;0,459279530301523;100490
"14596";2000;"SP";20;0,197411266688375;36852
"14589";2000;"SP";21;0,0479207024787545;70721
"14590";2000;"SP";23;0,0942465753424657;16425
"14600";2000;"SP";24;0,0195744203650228;178345
"14598";2000;"SP";26;0,114852521092141;120424
"14603";2000;"SP";27;0,0269330906701044;79122
"14597";2000;"SP";28;0,0472875128190593;194047
"14591";2000;"SP";29;0,0281393674181576;180530
"14592";2000;"SP";31;0,0379769733341846;93978
"14602";2000;"SP";34;0,0149880770844634;195422
"14594";2000;"SP";35;0,0263655101339746;23288
"14593";2000;"SP";36;0,102849611416625;132018
"4164";2000;"TO";1;0,705526375884905;8758
"4185";2000;"TO";5;0,666666666666667;18
"4166";2000;"TO";10;0;0
"4169";2000;"TO";11;0;0
"4167";2000;"TO";13;0,108108108108108;37
"4168";2000;"TO";14;0,279918864097363;493
"4176";2000;"TO";15;0,659508470532093;4191
"4180";2000;"TO";16;0,8;5
"4182";2000;"TO";17;0,95;20
"4165";2000;"TO";18;0,881028938906752;311
"4186";2000;"TO";19;0,722772277227723;202
"4177";2000;"TO";20;0,826086956521739;92
"4170";2000;"TO";21;0,347826086956522;23
"4171";2000;"TO";23;0,536585365853659;41
"4181";2000;"TO";24;0,532608695652174;184
"4179";2000;"TO";26;0,720582741875234;2677
"4184";2000;"TO";27;0,518518518518518;54
"4178";2000;"TO";28;0,513911620294599;611
"4172";2000;"TO";29;0,466666666666667;30
"4173";2000;"TO";31;0,541666666666667;24
"4183";2000;"TO";34;0,756756756756757;74
"4175";2000;"TO";35;0,875;8
"4174";2000;"TO";36;0,839080459770115;348
"4187";2001;"AC";1;0,581451225372417;2081
"4208";2001;"AC";5;0;0
"4189";2001;"AC";10;0;0
"4192";2001;"AC";11;0;0
"4190";2001;"AC";13;0;0
"4191";2001;"AC";14;0,893939393939394;66
"4199";2001;"AC";15;0,639819909954978;1999
"4203";2001;"AC";16;0,684210526315789;19
"4205";2001;"AC";17;0,851851851851852;54
"4188";2001;"AC";18;0,944954128440367;109
"4209";2001;"AC";19;0,413461538461538;104
"4200";2001;"AC";20;0,831375838926175;1192
"4193";2001;"AC";21;0,611111111111111;18
"4194";2001;"AC";23;0;0
"4204";2001;"AC";24;1;5
"4202";2001;"AC";26;0,747454175152749;491
"4207";2001;"AC";27;0,404255319148936;47
"4201";2001;"AC";28;0,743589743589744;39
"4195";2001;"AC";29;0,52;25
"4196";2001;"AC";31;0;0
"4206";2001;"AC";34;0,714285714285714;14
"4198";2001;"AC";35;0;7
"4197";2001;"AC";36;0,940217391304348;184
"4210";2001;"AL";1;0,794291887371062;28696
"4231";2001;"AL";5;0,92;25
"4212";2001;"AL";10;0;0
"4215";2001;"AL";11;0,0373831775700935;107
"4213";2001;"AL";13;0;0
"4214";2001;"AL";14;0,67870036101083;554
"4222";2001;"AL";15;0,679714270924996;96595
"4226";2001;"AL";16;0,836533471717696;1927
"4228";2001;"AL";17;0,607347876004592;1742
"4211";2001;"AL";18;0,91304347826087;506
