"";"ano";"uf";"divisao";"percentual";"vinculos"
"10124";2010;"SE";13;1;1
"10125";2010;"SE";14;0,264670658682635;1670
"10133";2010;"SE";15;0,770624946567496;11697
"10137";2010;"SE";16;0,824404761904762;672
"10139";2010;"SE";17;0,808;5625
"10122";2010;"SE";18;0,946782514254684;3683
"10143";2010;"SE";19;0,948867583715437;7197
"10134";2010;"SE";20;0,811320754716981;795
"10127";2010;"SE";21;0,86046511627907;473
"10128";2010;"SE";23;0,04;650
"10138";2010;"SE";24;0,777244120569725;6038
"10136";2010;"SE";26;0,845117335352006;6605
"10141";2010;"SE";27;0,80952380952381;252
"10135";2010;"SE";28;0,805201992252352;1807
"10129";2010;"SE";29;0,792307692307692;1950
"10130";2010;"SE";31;0,909090909090909;253
"10140";2010;"SE";34;0,849726775956284;366
"10132";2010;"SE";35;0,482233502538071;394
"10131";2010;"SE";36;0,945418326693227;2510
"14813";2010;"SP";1;0,693753260078299;697836
"14834";2010;"SP";5;0,473492880945168;3301
"14815";2010;"SP";10;0,44375;160
"14818";2010;"SP";11;0,0685270222536206;2831
"14816";2010;"SP";13;0,328813559322034;885
"14817";2010;"SP";14;0,300078018334309;20508
"14825";2010;"SP";15;0,459222903201532;597995
"14829";2010;"SP";16;0,260641781270465;3054
"14831";2010;"SP";17;0,582899165969855;186564
"14814";2010;"SP";18;0,815873735306158;273584
"14835";2010;"SP";19;0,809637163158983;140311
"14826";2010;"SP";20;0,637295233403128;40595
"14819";2010;"SP";21;0,320294555455881;101441
"14820";2010;"SP";23;0,0689832029747404;7799
"14830";2010;"SP";24;0,229091935540142;315297
"14828";2010;"SP";26;0,468902461966814;159466
"14833";2010;"SP";27;0,203960396039604;105545
"14827";2010;"SP";28;0,402894191442144;327138
"14821";2010;"SP";29;0,241387466201024;342466
"14822";2010;"SP";31;0,357353520900556;136982
"14832";2010;"SP";34;0,129425659033207;316676
"14824";2010;"SP";35;0,186868125763804;45005
"14823";2010;"SP";36;0,619474507550362;156615
"10144";2010;"TO";1;0,854086026181881;22993
"10165";2010;"TO";5;0,724890829694323;229
"10146";2010;"TO";10;0,962962962962963;27
"10149";2010;"TO";11;0,611111111111111;36
"10147";2010;"TO";13;0,554054054054054;74
"10148";2010;"TO";14;0,573187414500684;1462
"10156";2010;"TO";15;0,821752825643876;10794
"10160";2010;"TO";16;0;0
"10162";2010;"TO";17;0,931937172774869;191
"10145";2010;"TO";18;0,935028248587571;708
"10166";2010;"TO";19;0,86950146627566;682
"10157";2010;"TO";20;0,954545454545455;154
"10150";2010;"TO";21;0,904761904761905;21
"10151";2010;"TO";23;1;2
"10161";2010;"TO";24;0,288555194805195;2464
"10159";2010;"TO";26;0,888984509466437;4648
"10164";2010;"TO";27;0,723004694835681;213
"10158";2010;"TO";28;0,840153452685422;782
"10152";2010;"TO";29;0,768888888888889;225
"10153";2010;"TO";31;0,890756302521008;119
"10163";2010;"TO";34;0,803921568627451;357
"10155";2010;"TO";35;1;8
"10154";2010;"TO";36;0,905697445972495;509
"10167";2011;"AC";1;0,910751932536894;5692
"10188";2011;"AC";5;1;24
"10169";2011;"AC";10;1;1
"10172";2011;"AC";11;0;0
"10170";2011;"AC";13;0;0
"10171";2011;"AC";14;0,719081272084806;566
"10179";2011;"AC";15;0,796882494004796;4170
"10183";2011;"AC";16;0,571428571428571;14
"10185";2011;"AC";17;0,948717948717949;78
"10168";2011;"AC";18;0,975524475524476;286
"10189";2011;"AC";19;0,866666666666667;195
"10180";2011;"AC";20;0,763972657820667;2487
"10173";2011;"AC";21;0,977272727272727;44
"10174";2011;"AC";23;0;0
"10184";2011;"AC";24;0,771812080536913;447
"10182";2011;"AC";26;0,904652233993551;2171
"10187";2011;"AC";27;0,731707317073171;41
"10181";2011;"AC";28;0,88;300
"10175";2011;"AC";29;0,796875;64
"10176";2011;"AC";31;0,857142857142857;70
"10186";2011;"AC";34;0,807339449541284;109
"10178";2011;"AC";35;0;0
"10177";2011;"AC";36;0,889182058047493;379
"10190";2011;"AL";1;0,882816785518376;14584
"10211";2011;"AL";5;0,905263157894737;95
"10192";2011;"AL";10;0;0
"10195";2011;"AL";11;0,0194174757281553;515
"10193";2011;"AL";13;0,35625;160
"10194";2011;"AL";14;0,76271186440678;885
"10202";2011;"AL";15;0,743116095359007;141780
"10206";2011;"AL";16;0,690196078431373;255
"10208";2011;"AL";17;0,739485981308411;856
"10191";2011;"AL";18;0,953210010881393;919
"10212";2011;"AL";19;0,964052287581699;306
"10203";2011;"AL";20;0,938271604938272;405
"10196";2011;"AL";21;0,729559748427673;159
"10197";2011;"AL";23;0;0
"10207";2011;"AL";24;0,790569810063312;6002
"10205";2011;"AL";26;0,876487053883835;2858
"10210";2011;"AL";27;0,695014662756598;341
"10204";2011;"AL";28;0,684469696969697;2640
"10198";2011;"AL";29;0,565922920892495;1972
"10199";2011;"AL";31;0,779661016949153;118
"10209";2011;"AL";34;0,84304932735426;223
"10201";2011;"AL";35;0,75;136
"10200";2011;"AL";36;0,896166134185304;1252
"10213";2011;"AM";1;0,767302656191545;5346
"10234";2011;"AM";5;0,89568345323741;278
"10215";2011;"AM";10;0;0
"10218";2011;"AM";11;0,00793650793650794;2772
"10216";2011;"AM";13;0,666666666666667;30
"10217";2011;"AM";14;0,617848970251716;437
"10225";2011;"AM";15;0,70034218673619;12274
"10229";2011;"AM";16;0,126760563380282;71
"10231";2011;"AM";17;0,716822429906542;2140
"10214";2011;"AM";18;0,927338782924614;2202
"10235";2011;"AM";19;0,804347826086957;46
"10226";2011;"AM";20;0,699511400651466;2456
"10219";2011;"AM";21;0,661950033163829;4523
"10220";2011;"AM";23;0,116013071895425;612
"10230";2011;"AM";24;0,500684462696783;2922
"10228";2011;"AM";26;0,743067484662577;4075
"10233";2011;"AM";27;0,413242784380306;2945
"10227";2011;"AM";28;0,57587044534413;12350
"10221";2011;"AM";29;0,593240852807001;10741
"10222";2011;"AM";31;0,770096171293776;11022
"10232";2011;"AM";34;0,483608778108914;7382
"10224";2011;"AM";35;0,266826071555083;22584
"10223";2011;"AM";36;0,740439093484419;2824
"10236";2011;"AP";1;0,931909212283044;749
"10257";2011;"AP";5;0,976190476190476;84
"10238";2011;"AP";10;0;0
"10241";2011;"AP";11;0;0
"10239";2011;"AP";13;0,249766573295985;2142
"10240";2011;"AP";14;0,607142857142857;84
"10248";2011;"AP";15;0,75990099009901;1616
"10252";2011;"AP";16;0,5;4
"10254";2011;"AP";17;0,925925925925926;27
"10237";2011;"AP";18;0,971698113207547;212
"10258";2011;"AP";19;0;0
"10249";2011;"AP";20;0,607843137254902;561
"10242";2011;"AP";21;0,285714285714286;7
"10243";2011;"AP";23;0;0
"10253";2011;"AP";24;0,985294117647059;68
"10251";2011;"AP";26;0,927824267782427;956
"10256";2011;"AP";27;0,25;12
"10250";2011;"AP";28;0,754310344827586;232
"10244";2011;"AP";29;0,66304347826087;92
"10245";2011;"AP";31;1;3
"10255";2011;"AP";34;0,545454545454545;33
"10247";2011;"AP";35;0,719626168224299;107
"10246";2011;"AP";36;0,910614525139665;179
"10259";2011;"BA";1;0,836129931688275;179325
"10280";2011;"BA";5;0,906728847435043;1501
"10261";2011;"BA";10;0,916666666666667;24
"10264";2011;"BA";11;0,0320128051220488;4998
"10262";2011;"BA";13;0,207113912651959;6663
"10263";2011;"BA";14;0,562096774193548;6200
"10271";2011;"BA";15;0,736443367573286;58606
"10275";2011;"BA";16;0,528455284552846;615
"10277";2011;"BA";17;0,841056128693828;17157
"10260";2011;"BA";18;0,925675675675676;17908
"10281";2011;"BA";19;0,932271264689424;57184
"10272";2011;"BA";20;0,887073522345026;4162
"10265";2011;"BA";21;0,461375661375661;7560
"10266";2011;"BA";23;0,0202283849918434;6130
"10276";2011;"BA";24;0,373182018510357;18152
"10274";2011;"BA";26;0,834516383451638;27894
"10279";2011;"BA";27;0,197659765976598;5555
"10273";2011;"BA";28;0,513001937897156;22189
"10267";2011;"BA";29;0,449062183827535;12849
"10268";2011;"BA";31;0,68858939802336;5565
"10278";2011;"BA";34;0,2293628202321;9134
"10270";2011;"BA";35;0,420590081607031;1593
"10269";2011;"BA";36;0,706552044609665;12912
"10282";2011;"CE";1;0,911027058481234;34370
"10303";2011;"CE";5;0,908763505402161;3332
"10284";2011;"CE";10;0;0
"10287";2011;"CE";11;0;141
"10285";2011;"CE";13;0,723958333333333;192
"10286";2011;"CE";14;0,80987452264048;3666
"10294";2011;"CE";15;0,805358240557339;58564
"10298";2011;"CE";16;0,338028169014085;142
"10300";2011;"CE";17;0,847868826675055;25432
"10283";2011;"CE";18;0,948340045993368;78707
"10304";2011;"CE";19;0,950247847042968;87554
"10295";2011;"CE";20;0,964074220292144;2533
"10288";2011;"CE";21;0,847900390625;4096
"10289";2011;"CE";23;0,133196721311475;976
"10299";2011;"CE";24;0,763562245217937;9567
"10297";2011;"CE";26;0,895625263750176;21327
"10302";2011;"CE";27;0,74792531120332;4820
"10296";2011;"CE";28;0,839146412223583;15511
"10290";2011;"CE";29;0,717499598264503;6223
"10291";2011;"CE";31;0,684148842660416;3413
"10301";2011;"CE";34;0,715078901227352;3422
"10293";2011;"CE";35;0,899493243243243;2368
"10292";2011;"CE";36;0,906641168289291;11504
"10305";2011;"DF";1;0,752813637868256;12084
"10326";2011;"DF";5;0,725;40
"10307";2011;"DF";10;0;0
"10310";2011;"DF";11;0;0
"10308";2011;"DF";13;0,246575342465753;73
"10309";2011;"DF";14;0,487179487179487;624
"10317";2011;"DF";15;0,727961853527326;16358
"10321";2011;"DF";16;0,153846153846154;117
"10323";2011;"DF";17;0,86734693877551;294
"10306";2011;"DF";18;0,838440111420613;1795
"10327";2011;"DF";19;0,891213389121339;239
"10318";2011;"DF";20;0,825947334617855;1557
"10311";2011;"DF";21;0,543181818181818;440
"10312";2011;"DF";23;0,072289156626506;83
"10322";2011;"DF";24;0,365640599001664;2404
"10320";2011;"DF";26;0,57510460251046;4780
"10325";2011;"DF";27;0,746666666666667;150
"10319";2011;"DF";28;0,616810059563203;4533
"10313";2011;"DF";29;0,456181079512478;1723
"10314";2011;"DF";31;0,605855855855856;888
"10324";2011;"DF";34;0,590078328981723;383
"10316";2011;"DF";35;0,904411764705882;136
"10315";2011;"DF";36;0,773878020713464;3476
"10328";2011;"ES";1;0,885445767035103;65864
"10349";2011;"ES";5;0,935714285714286;560
"10330";2011;"ES";10;0,739130434782609;23
"10333";2011;"ES";11;0,0145733969263381;3774
"10331";2011;"ES";13;0,0693815987933635;3978
"10332";2011;"ES";14;0,390353768402549;9102
"10340";2011;"ES";15;0,70436740484856;32422
"10344";2011;"ES";16;0,236842105263158;38
"10346";2011;"ES";17;0,827062478425958;2897
"10329";2011;"ES";18;0,926698450536353;25170
"10350";2011;"ES";19;0,918833044482958;3462
"10341";2011;"ES";20;0,881791483113069;5448
"10334";2011;"ES";21;0,378719112455875;1983
"10335";2011;"ES";23;0,117808219178082;365
"10345";2011;"ES";24;0,619962591396021;5881
"10343";2011;"ES";26;0,613255518317347;34612
"10348";2011;"ES";27;0,140614780902551;7645
"10342";2011;"ES";28;0,463677441779632;17262
"10336";2011;"ES";29;0,234757147778161;23224
"10337";2011;"ES";31;0,457632933104631;2915
"10347";2011;"ES";34;0,65626874625075;1667
"10339";2011;"ES";35;0,404320987654321;648
"10338";2011;"ES";36;0,807552721922511;10195
"10351";2011;"GO";1;0,661734072604323;161781
"10372";2011;"GO";5;0,842281879194631;298
"10353";2011;"GO";10;0,945205479452055;73
"10356";2011;"GO";11;0,714285714285714;7
"10354";2011;"GO";13;0,107485213134815;4903
"10355";2011;"GO";14;0,402024355527439;6323
"10363";2011;"GO";15;0,630510267950285;134204
"10367";2011;"GO";16;0,537190082644628;121
"10369";2011;"GO";17;0,875215233465006;9873
"10352";2011;"GO";18;0,924397389114458;38914
"10373";2011;"GO";19;0,837737407101569;9688
"10364";2011;"GO";20;0,867615873977583;3301
"10357";2011;"GO";21;0,710845221659764;6519
"10358";2011;"GO";23;0,18452380952381;168
"10368";2011;"GO";24;0,458581507612328;67325
"10366";2011;"GO";26;0,798109864146486;25395
"10371";2011;"GO";27;0,473001255755546;2389
"10365";2011;"GO";28;0,6524451375738;17954
"10359";2011;"GO";29;0,489968995075688;10966
"10360";2011;"GO";31;0,692470837751856;1886
"10370";2011;"GO";34;0,5451197053407;8145
"10362";2011;"GO";35;0,698064516129032;775
"10361";2011;"GO";36;0,805111393590687;14947
"10374";2011;"MA";1;0,758662816525988;27012
"10395";2011;"MA";5;0,881294964028777;278
"10376";2011;"MA";10;0,841269841269841;63
"10379";2011;"MA";11;0,0471698113207547;106
"10377";2011;"MA";13;0,577644411102776;1333
"10378";2011;"MA";14;0,589723926380368;1304
"10386";2011;"MA";15;0,669816616766467;10688
"10390";2011;"MA";16;0,236559139784946;93
"10392";2011;"MA";17;0,93717277486911;573
"10375";2011;"MA";18;0,953834115805947;1278
"10396";2011;"MA";19;0,905616224648986;1282
"10387";2011;"MA";20;0,836694860117111;1537
"10380";2011;"MA";21;0,644736842105263;456
"10381";2011;"MA";23;0,0984848484848485;264
"10391";2011;"MA";24;0,698543015726179;8648
"10389";2011;"MA";26;0,889524304652976;11541
"10394";2011;"MA";27;0,26352803281891;5119
"10388";2011;"MA";28;0,698656429942418;3126
"10382";2011;"MA";29;0,41162310866575;2908
"10383";2011;"MA";31;0,638297872340426;376
"10393";2011;"MA";34;0,812144212523719;527
"10385";2011;"MA";35;0,838888888888889;180
"10384";2011;"MA";36;0,901740020470829;2931
"10397";2011;"MG";1;0,802127785446657;507100
"10418";2011;"MG";5;0,935331230283912;2536
"10399";2011;"MG";10;0,959409594095941;271
"10402";2011;"MG";11;0,251336898395722;187
"10400";2011;"MG";13;0,112347969490827;43659
"10401";2011;"MG";14;0,580264435646523;26774
"10409";2011;"MG";15;0,685907442590284;247911
"10413";2011;"MG";16;0,391304347826087;2300
"10415";2011;"MG";17;0,827727087021653;58744
"10398";2011;"MG";18;0,925927407419259;124999
"10419";2011;"MG";19;0,929985380116959;68400
"10410";2011;"MG";20;0,810148514851485;20200
"10403";2011;"MG";21;0,657928957634659;14611
"10404";2011;"MG";23;0,159862272503689;2033
"10414";2011;"MG";24;0,55780620538554;70745
"10412";2011;"MG";26;0,707671764991503;82380
"10417";2011;"MG";27;0,274675950253985;91344
"10411";2011;"MG";28;0,519552233199354;106484
"10405";2011;"MG";29;0,387581913499345;61040
"10406";2011;"MG";31;0,588881818707699;34574
"10416";2011;"MG";34;0,375943375648912;91692
"10408";2011;"MG";35;0,389854260089686;3568
"10407";2011;"MG";36;0,801693430656934;68500
"10420";2011;"MS";1;0,697637474936312;103237
"10441";2011;"MS";5;0,769759450171821;291
"10422";2011;"MS";10;0,979591836734694;98
"10425";2011;"MS";11;0,142857142857143;7
"10423";2011;"MS";13;0,0584387265590929;2293
"10424";2011;"MS";14;0,507667473769169;1239
"10432";2011;"MS";15;0,664022908712253;57620
"10436";2011;"MS";16;0,183673469387755;49
"10438";2011;"MS";17;0,786091549295775;4544
"10421";2011;"MS";18;0,935566815397414;13223
"10442";2011;"MS";19;0,862666666666667;7500
"10433";2011;"MS";20;0,88420750931499;3489
"10426";2011;"MS";21;0,523771152296535;2482
"10427";2011;"MS";23;0,622448979591837;98
"10437";2011;"MS";24;0,45141196013289;21672
"10435";2011;"MS";26;0,759787265474959;6769
"10440";2011;"MS";27;0,562938951917882;1851
"10434";2011;"MS";28;0,68062317429406;6162
"10428";2011;"MS";29;0,642241379310345;4872
"10429";2011;"MS";31;0,54553264604811;1164
"10439";2011;"MS";34;0,651872399445215;721
"10431";2011;"MS";35;0,753846153846154;195
"10430";2011;"MS";36;0,842327545753167;2131
"10443";2011;"MT";1;0,520825860588472;184002
"10464";2011;"MT";5;0,804878048780488;369
"10445";2011;"MT";10;0;0
"10448";2011;"MT";11;0,5;2
"10446";2011;"MT";13;0,298973672467648;2241
"10447";2011;"MT";14;0,476259514316781;2759
"10455";2011;"MT";15;0,652989336085311;72675
"10459";2011;"MT";16;0,0740740740740741;54
"10461";2011;"MT";17;0,50606520090978;5276
"10444";2011;"MT";18;0,917000801924619;2494
"10465";2011;"MT";19;0,70377358490566;2650
"10456";2011;"MT";20;0,739702049865806;25709
"10449";2011;"MT";21;0,783847980997625;421
"10450";2011;"MT";23;0,626984126984127;126
"10460";2011;"MT";24;0,389384511582577;13339
"10458";2011;"MT";26;0,734357940707147;11907
"10463";2011;"MT";27;0,619854721549637;1652
"10457";2011;"MT";28;0,639751552795031;6923
"10451";2011;"MT";29;0,554757114113251;3479
"10452";2011;"MT";31;0,599418040737148;1031
"10462";2011;"MT";34;0,625137816979052;907
"10454";2011;"MT";35;0,40495867768595;363
"10453";2011;"MT";36;0,741233373639661;4962
"10466";2011;"PA";1;0,80914871270828;70458
"10487";2011;"PA";5;0,833596629805161;1899
"10468";2011;"PA";10;0,904191616766467;167
"10471";2011;"PA";11;0,367647058823529;68
"10469";2011;"PA";13;0,0563989921829576;15479
"10470";2011;"PA";14;0,391953546246371;2411
"10478";2011;"PA";15;0,757723032232836;35802
"10482";2011;"PA";16;0,221153846153846;104
"10484";2011;"PA";17;0,899548872180451;3325
"10467";2011;"PA";18;0,926332288401254;1914
"10488";2011;"PA";19;0,766913018760659;1759
"10479";2011;"PA";20;0,822913482115561;39252
"10472";2011;"PA";21;0,40958904109589;2190
"10473";2011;"PA";23;0,0880281690140845;284
"10483";2011;"PA";24;0,630523819788748;4639
"10481";2011;"PA";26;0,860265038506904;14413
"10486";2011;"PA";27;0,209651162790698;8600
"10480";2011;"PA";28;0,568743473720849;5746
"10474";2011;"PA";29;0,512598992080634;2778
"10475";2011;"PA";31;0,535894843276036;989
"10485";2011;"PA";34;0,805921052631579;608
"10477";2011;"PA";35;0,553819444444444;1152
"10476";2011;"PA";36;0,780529461998292;3513
"10489";2011;"PB";1;0,844404756719084;22957
"10510";2011;"PB";5;0,888888888888889;216
"10491";2011;"PB";10;0,5;18
"10494";2011;"PB";11;0,428571428571429;21
"10492";2011;"PB";13;0,229787234042553;235
"10493";2011;"PB";14;0,824110671936759;1518
"10501";2011;"PB";15;0,841194363833432;28601
"10505";2011;"PB";16;0,768240343347639;233
"10507";2011;"PB";17;0,852225312934631;11504
"10490";2011;"PB";18;0,963775510204082;5880
"10511";2011;"PB";19;0,869629085567389;19061
"10502";2011;"PB";20;0,963740458015267;524
"10495";2011;"PB";21;0,754728877679697;1586
"10496";2011;"PB";23;0,16;125
"10506";2011;"PB";24;0,788774369800075;8053
"10504";2011;"PB";26;0,798367021806233;10043
"10509";2011;"PB";27;0,939313984168865;379
"10503";2011;"PB";28;0,889664082687339;3870
"10497";2011;"PB";29;0,810055865921788;1432
"10498";2011;"PB";31;0,88034188034188;234
"10508";2011;"PB";34;0,960893854748603;179
"10500";2011;"PB";35;0,942857142857143;35
"10499";2011;"PB";36;0,916711882799783;3686
"10512";2011;"PE";1;0,903489611908779;96601
"10533";2011;"PE";5;0,862208713272543;987
"10514";2011;"PE";10;0,25;20
"10517";2011;"PE";11;0,0869565217391304;23
"10515";2011;"PE";13;0,816455696202532;158
"10516";2011;"PE";14;0,540492435479086;3371
"10524";2011;"PE";15;0,757228976526454;148465
"10528";2011;"PE";16;0,133928571428571;224
"10530";2011;"PE";17;0,871364148816234;8870
"10513";2011;"PE";18;0,962934112301201;30810
"10534";2011;"PE";19;0,902828339400728;3571
"10525";2011;"PE";20;0,913518052057095;1191
"10518";2011;"PE";21;0,602427921092564;7249
"10519";2011;"PE";23;0,253061224489796;245
"10529";2011;"PE";24;0,669214255045084;23290
"10527";2011;"PE";26;0,831497797356828;28148
"10532";2011;"PE";27;0,352595724688748;4257
"10526";2011;"PE";28;0,624082232011747;12939
"10520";2011;"PE";29;0,490145946521785;9387
"10521";2011;"PE";31;0,505154639175258;6208
"10531";2011;"PE";34;0,443601663812087;4087
"10523";2011;"PE";35;0,250787703312612;11743
"10522";2011;"PE";36;0,830360681728102;10092
"10535";2011;"PI";1;0,757399499337358;13582
"10556";2011;"PI";5;0,934537246049661;443
"10537";2011;"PI";10;0,5;2
"10540";2011;"PI";11;0,5;16
"10538";2011;"PI";13;0,75;8
"10539";2011;"PI";14;0,803134182174339;1021
"10547";2011;"PI";15;0,844450373532551;11244
"10551";2011;"PI";16;0,15625;64
"10553";2011;"PI";17;0,90562613430127;551
"10536";2011;"PI";18;0,962427265170407;6015
"10557";2011;"PI";19;0,910112359550562;623
"10548";2011;"PI";20;0,940499040307102;521
"10541";2011;"PI";21;0,938931297709924;131
"10542";2011;"PI";23;0,153846153846154;52
"10552";2011;"PI";24;0,776877967048311;3581
"10550";2011;"PI";26;0,894458327208584;6803
"10555";2011;"PI";27;0,787234042553192;188
"10549";2011;"PI";28;0,922483940042827;2335
"10543";2011;"PI";29;0,908212560386473;621
"10544";2011;"PI";31;0,903553299492386;197
"10554";2011;"PI";34;0,939814814814815;432
"10546";2011;"PI";35;0,906011854360711;1181
"10545";2011;"PI";36;0,890364025695931;2335
"10558";2011;"PR";1;0,754715365206106;151791
"10579";2011;"PR";5;0,853763440860215;465
"10560";2011;"PR";10;0,270886075949367;395
"10563";2011;"PR";11;0,5;2
"10561";2011;"PR";13;0,605421686746988;664
"10562";2011;"PR";14;0,48561736770692;7370
"10570";2011;"PR";15;0,673342920255585;269812
"10574";2011;"PR";16;0,672170956775134;2059
"10576";2011;"PR";17;0,777830001084638;27659
"10559";2011;"PR";18;0,896893578609892;128508
"10580";2011;"PR";19;0,814792217476781;14751
"10571";2011;"PR";20;0,756354462314727;63420
"10564";2011;"PR";21;0,486107080673244;27568
"10565";2011;"PR";23;0,11554145899411;2207
"10575";2011;"PR";24;0,535468028680876;50905
"10573";2011;"PR";26;0,657487091222031;45318
"10578";2011;"PR";27;0,435157686324424;14142
"10572";2011;"PR";28;0,568961285968464;65196
"10566";2011;"PR";29;0,359570560813674;70790
"10567";2011;"PR";31;0,538069923775771;35553
"10577";2011;"PR";34;0,24550181356871;55967
"10569";2011;"PR";35;0,606431852986217;3265
"10568";2011;"PR";36;0,704456181325973;75356
"10604";2011;"RJ";1;0,878082153528245;35811
"10625";2011;"RJ";5;0,710974284679464;2761
"10606";2011;"RJ";10;0,764705882352941;17
"10609";2011;"RJ";11;0,0188329519450801;43700
"10607";2011;"RJ";13;0,0552897395002658;5643
"10608";2011;"RJ";14;0,52272133716375;7658
"10616";2011;"RJ";15;0,653988207088706;77165
"10620";2011;"RJ";16;0,321446018563752;2047
"10622";2011;"RJ";17;0,784266879037253;11301
"10605";2011;"RJ";18;0,875266891659205;87114
"10626";2011;"RJ";19;0,79613025011798;6357
"10617";2011;"RJ";20;0,736530324400564;3545
"10610";2011;"RJ";21;0,646828444171402;13022
"10611";2011;"RJ";23;0,0111013460382071;21619
"10621";2011;"RJ";24;0,403800747312198;43623
"10619";2011;"RJ";26;0,65922318201311;32646
"10624";2011;"RJ";27;0,201841212708521;28894
"10618";2011;"RJ";28;0,511301621705306;51674
"10612";2011;"RJ";29;0,2828118752499;40016
"10613";2011;"RJ";31;0,382156133828996;6725
"10623";2011;"RJ";34;0,234845402766477;19664
"10615";2011;"RJ";35;0,154186851211073;43350
"10614";2011;"RJ";36;0,739099066600532;22177
"10581";2011;"RN";1;0,927638688760807;22208
"10602";2011;"RN";5;0,806527415143603;3830
"10583";2011;"RN";10;1;10
"10586";2011;"RN";11;0,150612472160356;7184
"10584";2011;"RN";13;0,689119170984456;965
"10585";2011;"RN";14;0,684894786221686;7461
"10593";2011;"RN";15;0,846242135691209;23524
"10597";2011;"RN";16;0,148648648648649;74
"10599";2011;"RN";17;0,84655885671305;10636
"10582";2011;"RN";18;0,938434795205157;27613
"10603";2011;"RN";19;0,967713004484305;1115
"10594";2011;"RN";20;0,930232558139535;860
"10587";2011;"RN";21;0,868421052631579;532
"10588";2011;"RN";23;0,0523731587561375;611
"10598";2011;"RN";24;0,861063218390805;6960
"10596";2011;"RN";26;0,897541301481424;12893
"10601";2011;"RN";27;0,866141732283465;127
"10595";2011;"RN";28;0,761311747613117;2409
"10589";2011;"RN";29;0,591256830601093;1830
"10590";2011;"RN";31;0,643911439114391;542
"10600";2011;"RN";34;0,88212927756654;526
"10592";2011;"RN";35;0,916666666666667;96
"10591";2011;"RN";36;0,873222267370987;2461
"10627";2011;"RO";1;0,789601162602939;18579
"10648";2011;"RO";5;0,801724137931034;116
"10629";2011;"RO";10;0;0
"10632";2011;"RO";11;0;0
"10630";2011;"RO";13;0,52670501232539;1217
"10631";2011;"RO";14;0,65395614871306;1049
"10639";2011;"RO";15;0,765752013128268;26203
"10643";2011;"RO";16;0,2;20
"10645";2011;"RO";17;0,842323651452282;241
"10628";2011;"RO";18;0,929078014184397;1974
"10649";2011;"RO";19;0,797649034424853;1191
"10640";2011;"RO";20;0,775318629321529;13103
"10633";2011;"RO";21;0,729591836734694;196
"10634";2011;"RO";23;0;0
"10644";2011;"RO";24;0,674242424242424;792
"10642";2011;"RO";26;0,785031847133758;5652
"10647";2011;"RO";27;0,670886075949367;632
"10641";2011;"RO";28;0,750244379276637;2046
"10635";2011;"RO";29;0,473998294970162;1173
"10636";2011;"RO";31;0,882051282051282;195
"10646";2011;"RO";34;0,740331491712707;724
"10638";2011;"RO";35;0,918604651162791;430
"10637";2011;"RO";36;0,722575180008471;2361
"10650";2011;"RR";1;0,80359612724758;1446
"10671";2011;"RR";5;0,829457364341085;129
"10652";2011;"RR";10;0;0
"10655";2011;"RR";11;0;0
"10653";2011;"RR";13;0;0
"10654";2011;"RR";14;0,770491803278688;122
"10662";2011;"RR";15;0,798392987582177;1369
"10666";2011;"RR";16;0,5;2
"10668";2011;"RR";17;1;8
"10651";2011;"RR";18;0,958333333333333;96
"10672";2011;"RR";19;0,891428571428571;175
"10663";2011;"RR";20;0,791706846673095;1037
"10656";2011;"RR";21;0,75;8
"10657";2011;"RR";23;1;1
"10667";2011;"RR";24;0,835714285714286;140
"10665";2011;"RR";26;0,853582554517134;963
"10670";2011;"RR";27;0,714285714285714;14
"10664";2011;"RR";28;0,907894736842105;76
"10658";2011;"RR";29;0,970588235294118;34
"10659";2011;"RR";31;0,688311688311688;77
"10669";2011;"RR";34;0,828571428571429;35
"10661";2011;"RR";35;0;0
"10660";2011;"RR";36;0,838709677419355;93
"10673";2011;"RS";1;0,795320128607153;151158
"10694";2011;"RS";5;0,795643153526971;964
"10675";2011;"RS";10;0,136470588235294;850
"10678";2011;"RS";11;0,243243243243243;37
"10676";2011;"RS";13;0,837837837837838;37
"10677";2011;"RS";14;0,518933584994692;8477
"10685";2011;"RS";15;0,658808565589091;205987
"10689";2011;"RS";16;0,747930714256874;24767
"10691";2011;"RS";17;0,686882865440465;20660
"10674";2011;"RS";18;0,85540533203019;36834
"10695";2011;"RS";19;0,82251639494041;246265
"10686";2011;"RS";20;0,725029515938607;25410
"10679";2011;"RS";21;0,582264397905759;15280
"10680";2011;"RS";23;0,0942217595002603;1921
"10690";2011;"RS";24;0,430053535167067;27085
"10688";2011;"RS";26;0,658288708470087;34734
"10693";2011;"RS";27;0,371122836431777;20279
"10687";2011;"RS";28;0,474153392834266;93668
"10681";2011;"RS";29;0,327102636887865;112026
"10682";2011;"RS";31;0,451005775741884;20084
"10692";2011;"RS";34;0,209314532145492;70492
"10684";2011;"RS";35;0,30787553967545;6717
"10683";2011;"RS";36;0,610659072416599;73740
"10696";2011;"SC";1;0,84367546381651;77563
"10717";2011;"SC";5;0,404552129221733;8172
"10698";2011;"SC";10;0,0211958946898706;4482
"10701";2011;"SC";11;0,0418118466898955;287
"10699";2011;"SC";13;0,75;88
"10700";2011;"SC";14;0,373976504093984;5618
"10708";2011;"SC";15;0,657763030047482;163641
"10712";2011;"SC";16;0,808385142674956;6273
