"";"totalvinculosup"
"276";0,57759016730268
"277";0,75408866972412
"278";0,61042953436557
"279";0,378341013824885
"280";0,0162173811533557
"281";0,141663132598247
"282";0,493790474814166
"283";0,603688042630223
"284";0,65272829551847
"285";0,593961584879416
"286";0,833388715677442
"287";0,805276445548357
"288";0,737029902615141
"289";0,36887592122142
"290";0,467890891826076
"291";0,318473548852741
"292";0,606266680409387
"293";0,220881051078479
"294";0,40551817861517
"295";0,237875673158039
"296";0,324461759642179
"297";0,128812982479539
"298";0,166812601940081
"299";0,653406145147564
"300";0,753969359435775
"301";0,612480351158169
"302";0,288742593811718
"303";0,0175214688132441
"304";0,134573744122742
"305";0,513455951808088
"306";0,625399240682769
"307";0,665984113768817
"308";0,620618530258565
"309";0,849433205450927
"310";0,819618332899902
"311";0,745611410051551
"312";0,397004969609111
"313";0,494328571428572
"314";0,334396240477349
"315";0,631625779608769
"316";0,234264010718168
"317";0,437872267898648
"318";0,259467257707032
"319";0,374464601163157
"320";0,158933291675745
"321";0,210851826828127
"322";0,677566653267512
"323";0,750244049823739
"324";0,587362914970131
"325";0,204078781952787
"326";0,0172883380183224
"327";0,13950601244352
"328";0,505945115059451
"329";0,634379033667992
"330";0,661996838136933
"331";0,614808137698705
"332";0,846112788226649
"333";0,820378370465426
"334";0,747508101863684
"335";0,405983057455783
"336";0,450778168638738
"337";0,324590503369148
"338";0,639478163339597
"339";0,233947786341143
"340";0,440257702582624
"341";0,262143386942128
"342";0,385425738594493
"343";0,163002853194328
"344";0,215476456062343
"345";0,683992526002455
"346";0,767151461896071
"347";0,596079282856168
"348";0,163710015365274
"349";0,021252929726294
"350";0,131224983381186
"351";0,515039907254648
"352";0,660103136323848
"353";0,655334398760231
"354";0,65268574873982
"355";0,865821884026615
"356";0,84947614654718
"357";0,755667025038536
"358";0,439477617669239
"359";0,466597681245117
"360";0,36273980728907
"361";0,661415505457849
"362";0,244697395746606
"363";0,466196583011504
"364";0,289033320372792
"365";0,426795963095062
"366";0,189231976923251
"367";0,244364671020625
"368";0,704115595027873
"369";0,769109744416809
"370";0,619367329731755
"371";0,219845674834168
"372";0,0354807845638654
"373";0,134994288977727
"374";0,52120643232962
"375";0,663923993637364
"376";0,653468783264683
"377";0,678086126645797
"378";0,875162933492888
"379";0,865400493036338
"380";0,773672212792844
"381";0,464696299547572
"382";0,0622181493717896
"383";0,414355692935565
"384";0,670961505141985
"385";0,279785129332786
"386";0,494515138755606
"387";0,323866280299505
"388";0,459465888434447
"389";0,22448170510543
"390";0,270154717502417
"391";0,718069526584319
"392";0,748159717654079
"393";0,720080647588096
"394";0,162149817295981
"395";0,0362919708029197
"396";0,139107273274048
"397";0,494061901553973
"398";0,631835453924701
"399";0,665246699747215
"400";0,665059914697719
"401";0,860848409244066
"402";0,854519513075509
"403";0,759102365552215
"404";0,460427814024378
"405";0,0491650264797192
"406";0,388571513401973
"407";0,657570479518149
"408";0,262792456828677
"409";0,479642181579807
"410";0,310739549839228
"411";0,446110668420362
"412";0,210269203442015
"413";0,25350139163997
"414";0,695360510390768
"415";0,749178279782389
"416";0,738676596264192
"417";0,146760449073448
"418";0,0363021564374123
"419";0,131074995444567
"420";0,494619142391895
"421";0,651366723455965
"422";0,629212899202245
"423";0,689603679420687
"424";0,869387907847036
"425";0,86646436243733
"426";0,769181361306413
"427";0,485976557098351
"428";0,0539022199945701
"429";0,410857316744575
"430";0,670864338866629
"431";0,283009045552754
"432";0,51240454933444
"433";0,340004717792802
"434";0,471147376796856
"435";0,235539733689057
"436";0,266515141701359
"437";0,714368983606783
"438";0,73927521857251
"439";0,690458480854482
"440";0,134007782101167
"441";0,0333534653831458
"442";0,134685846705435
"443";0,480550602265279
"444";0,644199332599906
"445";0,63656207366985
"446";0,696133993381559
"447";0,869648623907013
"448";0,858542491614107
"449";0,75842995602919
"450";0,498822320930587
"451";0,053821443723862
"452";0,401862348178138
"453";0,658557403193328
"454";0,288628637341701
"455";0,510552198052559
"456";0,345212175711922
"457";0,471610628228526
"458";0,242772411243299
"459";0,262757312967156
"460";0,702193063501959
"461";0,724741934761611
"462";0,66679653800128
"463";0,117575940758652
"464";0,0379120231531803
"465";0,134171644137064
"466";0,465618432428253
"467";0,633258562877587
"468";0,643962682776872
"469";0,683706669246958
"470";0,850894851816653
"471";0,849226726297835
"472";0,744268264775821
"473";0,48661793779192
"474";0,0523211567732116
"475";0,39202291520294
"476";0,639028284341657
"477";0,277065371343834
"478";0,499537623769492
"479";0,342187374726389
"480";0,473929476909676
"481";0,233821041569476
"482";0,239911760421219
"483";0,68484723967901
"484";0,729280395516455
"485";0,661905035640377
"486";0,107266435986159
"487";0,0356895260808075
"488";0,125951889545228
"489";0,454676695737151
"490";0,627589201767341
"491";0,626952012708689
"492";0,671685452833466
"493";0,842462233231386
"494";0,836680143919545
"495";0,733591516894842
"496";0,465759235304988
"497";0,0579828596782103
"498";0,379218382996361
"499";0,627134799845719
"500";0,27140905487287
"501";0,495504898516705
"502";0,337681503051499
"503";0,461129004329004
"504";0,236501771470794
"505";0,242731693074755
"506";0,674538043372971
"507";0,737622756011994
"508";0,661112101229727
"509";0,109935697987969
"510";0,033815754997611
"511";0,157798183734695
"512";0,477341911704211
"513";0,631320103764996
"514";0,601029682832263
"515";0,670777889635963
"516";0,842932672675604
"517";0,840581400727656
"518";0,735754403408507
"519";0,455792793775451
"520";0,0583297253090874
"521";0,379067322817427
"522";0,631487977133157
"523";0,280562795955389
"524";0,505875151265278
"525";0,350096174930124
"526";0,465836738572651
"527";0,238988193390937
"528";0,251512921456691
"529";0,679598990218845
"530";0,734619605909761
"531";0,635609404840174
"532";0,0976527900797166
"533";0,040022630214987
"534";0,143676264702473
"535";0,476014990630856
"536";0,633720563111496
"537";0,721811663130168
"538";0,674625096070362
"539";0,846991610390915
"540";0,84559240803105
"541";0,73622556668945
"542";0,458286149219374
"543";0,0733072492120421
"544";0,372017957868079
"545";0,621289249233252
"546";0,288357838061711
"547";0,509664360936409
"548";0,354521928767408
"549";0,478723314452614
"550";0,244628479722638
"551";0,254278687419985
"552";0,680994491820078
